"P09","P03","P13","P17","P18","P19","P02A","P05","P06","P08","P10","P11","P12","P15","P20","P21","P22","grupo_protesto","idade","renda","educação","ideologia","sexo","FATOR_POND"
10,5,10,5,10,9,10,10,10,6,10,10,10,0,10,5,0,"Não protestou",35,1,11,5,"Masculino",1.18746483136764
10,10,10,10,10,10,10,5,5,10,10,10,10,0,10,0,0,"Não protestou",54,3,14,0,"Masculino",0.95796623697745
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Não protestou",21,4,14,10,"Masculino",0.915062153338928
10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,"Não protestou",73,1,8,5,"Feminino",0.84255038562809
10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,0,"Já protestou",32,1,11,10,"Masculino",1.54980411551759
10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,0,0,"Não protestou",38,3,16,8,"Feminino",1.27102043660824
10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,"Não protestou",51,3,15,9,"Masculino",0.637679094442941
NA,10,10,3,10,6,10,10,5,10,10,10,10,10,6,5,0,"Não protestou",60,2,15,2,"Masculino",0.851743314015494
10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,"Não protestou",37,3,7,NA,"Masculino",1.23015874054629
10,10,10,10,10,5,10,10,10,10,10,10,10,5,10,0,0,"Não protestou",56,2,11,0,"Masculino",0.703828184097271
10,9,10,10,10,10,10,10,10,NA,10,10,10,5,9,10,10,"Não protestou",57,2,7,9,"Masculino",0.946646876703519
5,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,"Pensou em protestar",45,1,14,10,"Feminino",1.11092517160168
4,6,10,10,10,10,10,8,10,10,10,10,5,10,4,0,0,"Não protestou",30,1,7,5,"Masculino",0.971598489165696
5,5,2,10,2,6,1,3,4,5,0,4,0,4,3,4,10,"Não protestou",30,1,11,NA,"Feminino",1.38194476370772
7,10,10,7,10,5,10,10,10,10,10,10,10,5,5,2,5,"Não protestou",29,3,14,10,"Masculino",1.06177761469075
10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,10,"Já protestou",35,1,16,10,"Masculino",0.96784609376755
8,9,10,9,10,7,9,10,10,10,10,10,10,2,5,6,1,"Pensou em protestar",20,NA,15,5,"Feminino",0.952578187501074
8,10,10,10,10,0,10,10,10,10,NA,6,10,8,10,10,0,"Não protestou",63,1,14,10,"Feminino",1.13938079559939
10,NA,10,10,10,10,0,9,8,3,10,4,5,0,5,10,3,"Não protestou",17,NA,12,NA,"Masculino",1.00470351818244
10,10,10,10,10,8,10,10,8,9,10,10,10,5,8,5,7,"Não protestou",28,2,16,5,"Masculino",1.13546562392128
10,8,10,10,10,10,10,8,10,10,10,10,10,8,5,8,0,"Não protestou",55,2,12,8,"Masculino",0.626659054711034
NA,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,0,"Não protestou",56,3,11,0,"Masculino",0.903975079928382
5,7,10,10,10,10,10,0,5,10,7,10,10,5,5,8,0,"Não protestou",57,3,7,NA,"Masculino",0.973429379250823
10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,"Não protestou",45,2,14,NA,"Feminino",1.2370702415494
3,10,10,10,10,7,10,10,10,10,10,0,10,4,10,10,0,"Não protestou",35,NA,14,NA,"Masculino",0.621437460491271
10,4,10,3,10,10,10,10,9,10,4,10,3,9,8,10,0,"Não protestou",69,2,7,NA,"Feminino",1.13565325675887
10,10,10,5,10,10,10,10,10,10,10,10,10,5,10,10,0,"Não protestou",47,2,16,10,"Masculino",1.24500996343673
0,0,9,10,0,0,10,0,0,10,10,7,10,10,0,0,0,"Não protestou",59,2,6,NA,"Feminino",0.800776804382558
5,5,8,7,8,5,6,5,5,6,5,5,4,5,5,6,5,NA,24,3,12,10,"Masculino",0.653404800986225
3,10,10,4,4,4,0,10,10,3,3,5,10,0,4,0,0,"Não protestou",68,1,7,NA,"Masculino",1.10900753004417
10,10,9,10,10,8,10,7,10,10,8,4,10,10,10,7,0,"Não protestou",40,3,16,NA,"Feminino",1.48330297953216
8,8,10,9,10,5,10,10,5,10,10,7,10,5,10,6,0,"Não protestou",22,2,15,7,"Feminino",0.829906372826551
NA,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,0,"Não protestou",20,NA,11,10,"Feminino",1.40694101610415
10,10,10,5,10,10,10,5,10,10,10,5,4,8,10,6,5,"Não protestou",42,3,14,3,"Feminino",0.776972937648718
9,7,8,8,10,10,10,8,10,10,10,9,9,2,6,8,7,"Não protestou",21,2,16,4,"Feminino",0.98364165711373
5,0,10,10,10,10,10,10,10,10,10,10,5,10,10,10,0,"Não protestou",33,3,6,10,"Masculino",1.2788833443619
8,7,9,7,10,10,8,8,7,9,10,6,4,5,8,8,2,"Não protestou",19,1,13,4,"Feminino",0.961788005701161
10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,0,0,"Não protestou",36,NA,3,0,"Masculino",1.16358810776612
10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,0,"Já protestou",46,1,15,10,"Feminino",1.32239441510133
10,0,10,10,10,10,10,5,5,10,10,10,10,0,10,0,0,"Já protestou",36,NA,7,NA,"Feminino",1.13532740393698
10,10,10,10,10,5,10,5,10,10,10,10,10,6,10,0,0,"Não protestou",45,1,14,NA,"Feminino",0.96663484436562
10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,0,"Não protestou",41,3,16,5,"Masculino",0.844436456845172
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Não protestou",54,1,12,0,"Feminino",0.804444803423489
10,10,NA,10,10,10,10,10,10,10,10,0,10,2,10,10,10,"Não protestou",20,NA,14,0,"Feminino",0.989760438973141
10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,10,0,"Já protestou",65,3,11,10,"Masculino",1.17737078558057
9,10,10,10,10,10,10,7,10,8,10,10,10,3,10,2,10,"Pensou em protestar",36,2,14,0,"Feminino",0.776972937648718
10,10,8,8,10,8,10,10,10,6,6,6,10,5,10,8,8,"Não protestou",20,3,14,8,"Masculino",0.886007043502778
10,10,10,5,7,0,10,10,10,5,10,0,10,5,10,10,0,"Não protestou",28,3,16,9,"Feminino",1.22494031037744
NA,5,10,5,10,10,10,10,10,NA,10,0,5,0,8,0,0,"Pensou em protestar",29,NA,12,10,"Masculino",1.22518707813325
10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,0,"Já protestou",60,1,13,NA,"Feminino",0.978260548170114
8,10,5,0,10,0,10,10,10,10,10,10,10,5,10,10,0,"Já protestou",43,2,16,10,"Feminino",1.25827387797455
9,8,10,5,10,2,10,8,8,5,10,7,7,0,9,0,0,"Não protestou",49,NA,16,8,"Feminino",1.14860408431618
8,10,6,0,2,0,8,6,2,0,5,8,10,0,8,6,0,"Já protestou",27,NA,15,10,"Feminino",1.22422390415152
8,9,6,10,10,10,10,5,10,10,10,NA,10,9,10,10,9,"Não protestou",45,1,15,9,"Masculino",0.776638232175278
10,6,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,"Não protestou",36,1,14,10,"Feminino",1.17522909437396
10,10,10,10,10,10,10,1,5,10,10,1,7,5,10,5,1,"Não protestou",32,1,15,4,"Feminino",0.810541269573348
NA,10,10,10,10,10,10,NA,5,NA,10,NA,6,10,10,5,0,"Não protestou",24,1,14,4,"Masculino",0.653404800986225
NA,NA,10,10,10,10,10,5,10,NA,10,NA,10,NA,10,9,0,"Não protestou",24,1,15,3,"Feminino",0.724555555410401
10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,"Já protestou",25,2,11,0,"Masculino",1.07356345257287
NA,1,10,9,9,NA,10,5,10,NA,10,9,10,10,NA,8,1,"Não protestou",61,1,7,4,"Feminino",0.87359132867769
10,5,10,10,10,10,10,6,10,10,9,10,5,5,10,4,0,"Não protestou",50,2,5,0,"Feminino",1.09489416492014
10,10,10,10,10,10,10,10,8,10,10,9,10,10,7,8,10,"Já protestou",66,2,10,2,"Masculino",0.996095414754805
10,10,10,5,10,10,10,8,8,9,10,10,10,1,5,5,0,"Pensou em protestar",34,1,14,5,"Masculino",0.896946257695912
10,10,10,10,8,10,10,9,10,8,10,8,10,8,9,6,10,"Não protestou",33,3,14,2,"Feminino",0.674626791125259
10,8,10,10,8,10,10,9,10,9,9,7,9,10,9,10,4,"Não protestou",24,2,15,7,"Masculino",0.807757693584299
10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,5,5,"Pensou em protestar",35,2,15,5,"Feminino",0.851058139993411
NA,0,10,10,10,7,7,4,5,NA,8,0,5,NA,5,7,5,"Não protestou",45,1,11,2,"Feminino",0.745305676378437
2,10,10,7,10,8,8,5,9,10,10,10,9,0,5,5,0,"Pensou em protestar",60,1,14,5,"Masculino",0.82826146386517
10,10,10,5,10,10,10,10,10,10,10,10,10,1,10,10,0,"Pensou em protestar",41,2,14,10,"Masculino",1.1098256535638
NA,9,10,10,10,NA,10,8,NA,10,8,NA,10,9,NA,NA,0,"Não protestou",64,NA,1,7,"Feminino",0.898472889681013
8,10,9,7,10,10,9,10,10,8,10,5,10,4,8,8,0,"Não protestou",42,3,16,5,"Feminino",0.99934979072773
5,3,10,8,0,0,6,10,8,5,6,5,0,6,5,6,0,"Não protestou",59,NA,10,5,"Masculino",0.830150272257226
8,10,10,10,10,10,8,5,6,6,10,8,10,8,6,6,10,"Não protestou",38,3,16,5,"Masculino",0.662970644154488
NA,10,0,5,10,NA,7,6,8,NA,10,5,5,7,6,10,0,"Pensou em protestar",58,NA,14,4,"Feminino",0.692281870246961
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,"Não protestou",21,2,14,5,"Masculino",0.852810352692488
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,"Não protestou",17,1,14,0,"Feminino",0.944585957369995
10,10,10,10,10,10,10,10,10,10,10,1,10,1,8,5,1,"Não protestou",45,NA,14,0,"Feminino",0.725786636624318
10,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,0,"Não protestou",65,NA,7,NA,"Feminino",0.873080408870849
10,0,10,5,10,10,5,5,10,10,0,5,5,0,8,10,0,"Não protestou",22,2,14,8,"Masculino",0.848152311376612
6,10,10,4,10,10,10,10,10,5,8,4,10,9,9,10,0,"Não protestou",81,2,8,7,"Masculino",0.800196634215801
NA,5,10,5,10,10,10,5,5,NA,10,NA,5,10,10,10,8,"Não protestou",24,2,15,1,"Feminino",0.792931434759235
10,10,10,10,10,10,10,10,10,10,10,10,3,NA,6,6,4,"Não protestou",30,3,16,1,"Masculino",0.884064976937973
10,10,10,10,10,8,10,10,10,10,10,10,NA,10,10,10,10,"Não protestou",56,NA,8,8,"Feminino",0.810175549886063
3,0,10,0,5,2,10,10,5,10,10,1,0,6,5,9,5,"Não protestou",62,2,1,10,"Masculino",1.04177020656186
NA,10,0,10,10,10,NA,10,10,NA,10,10,10,NA,NA,5,0,"Não protestou",55,3,14,0,"Masculino",0.796435677180502
7,7,10,9,10,8,8,8,9,9,10,7,8,2,10,2,3,"Não protestou",43,3,16,NA,"Masculino",1.07749246475932
8,9,10,10,10,7,10,10,10,10,10,NA,9,0,10,0,0,"Não protestou",45,2,14,8,"Feminino",0.82768852390104
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",68,2,14,5,"Masculino",0.957813234125617
10,5,5,5,10,5,5,5,5,5,5,5,5,5,10,5,5,"Não protestou",23,NA,15,9,"Masculino",1.21944233128115
10,10,10,10,10,9,10,8,8,10,10,10,10,0,4,4,0,"Pensou em protestar",31,1,15,4,"Feminino",0.849681937839577
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",58,1,14,3,"Feminino",0.875031589233819
8,10,8,5,10,5,10,7,7,10,10,10,10,5,10,10,0,"Já protestou",36,2,14,10,"Masculino",1.01324382797361
10,10,10,7,8,8,10,10,10,10,10,10,8,10,5,10,0,"Pensou em protestar",62,4,16,0,"Masculino",0.892168748918777
10,0,0,NA,NA,5,10,10,NA,NA,10,10,0,NA,10,10,10,"Pensou em protestar",55,1,6,10,"Feminino",1.38969047440739
10,10,10,7,10,10,5,0,10,7,10,10,10,5,5,4,0,"Não protestou",47,2,9,NA,"Feminino",0.792588267504802
10,10,10,10,10,10,10,10,10,10,10,10,8,4,5,3,0,"Já protestou",20,1,15,2,"Masculino",0.736683054666668
10,10,10,10,10,10,10,10,10,10,10,0,10,10,2,10,0,"Não protestou",16,2,11,7,"Masculino",0.978454146117178
5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,"Não protestou",62,4,15,8,"Masculino",1.03017935212967
10,10,10,10,10,10,5,10,10,10,10,5,5,0,10,5,0,"Não protestou",24,1,14,4,"Feminino",0.741413897480424
10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,5,"Já protestou",65,1,6,3,"Masculino",0.909394284625616
9,7,10,7,10,10,8,7,8,10,10,5,9,0,2,7,0,"Pensou em protestar",47,3,14,NA,"Feminino",0.91226886267547
10,5,10,5,10,5,10,10,10,10,10,0,10,0,8,10,0,"Já protestou",55,2,14,5,"Feminino",0.863158600007512
10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,10,0,"Já protestou",64,4,16,0,"Feminino",0.896342341981296
10,10,10,6,10,10,10,10,10,10,10,0,10,3,10,2,0,"Não protestou",64,4,16,5,"Feminino",0.790400690626007
9,10,10,10,10,10,10,10,10,10,10,9,10,8,10,8,5,"Já protestou",62,1,11,10,"Feminino",0.847736829394164
NA,10,10,10,10,10,10,NA,NA,10,10,10,10,NA,0,NA,0,"Não protestou",67,1,6,NA,"Feminino",0.967701749309773
10,10,10,10,10,10,10,10,10,10,10,0,7,0,7,0,2,"Já protestou",34,3,16,0,"Feminino",0.751274051436089
9,8,10,10,10,9,8,NA,NA,8,10,2,0,7,10,7,6,"Não protestou",44,1,8,NA,"Feminino",1.03230820278439
8,10,10,8,10,8,10,10,10,10,10,10,9,0,5,1,0,"Não protestou",33,3,16,4,"Masculino",0.648286039036746
7,5,10,9,8,10,10,8,9,9,10,7,10,0,7,2,2,"Já protestou",30,2,15,NA,"Masculino",1.05581199321355
NA,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não protestou",61,NA,9,NA,"Feminino",0.939611523089858
10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,7,"Não protestou",29,1,13,3,"Masculino",0.685918590417302
5,10,10,10,10,10,10,10,10,8,10,5,10,10,10,10,0,"Pensou em protestar",49,2,14,5,"Feminino",0.725786636624318
10,3,10,10,10,3,10,10,10,10,10,3,10,10,10,1,3,"Já protestou",50,1,14,NA,"Feminino",0.726211361271011
10,5,10,10,10,7,10,8,8,5,10,9,10,6,10,8,5,"Não protestou",45,1,14,7,"Feminino",1.23634674113437
5,8,10,10,10,10,10,10,10,10,10,10,10,8,0,10,0,"Não protestou",57,2,6,0,"Masculino",1.03643789720917
10,10,10,10,10,10,10,10,8,10,10,10,10,3,8,5,0,"Pensou em protestar",21,NA,12,6,"Feminino",0.778772672857943
10,10,10,10,10,10,10,10,10,10,1,10,10,0,10,5,0,"Não protestou",60,NA,4,5,"Feminino",1.03871421023506
8,10,10,10,10,10,10,8,6,5,10,10,9,4,7,6,0,"Pensou em protestar",62,3,15,4,"Masculino",0.682448152992138
10,8,10,10,10,6,10,10,10,10,0,10,10,0,0,4,0,"Não protestou",54,2,11,NA,"Feminino",0.792588267504802
8,5,10,10,10,8,10,3,10,8,10,6,5,7,8,6,10,"Pensou em protestar",29,1,12,6,"Masculino",0.913940599546062
10,10,10,10,10,3,10,10,10,10,10,10,10,0,10,1,0,"Pensou em protestar",30,1,14,4,"Masculino",0.685918590417302
8,10,10,10,10,10,10,4,8,8,10,5,8,3,9,8,0,"Já protestou",61,3,16,5,"Feminino",0.722665692780392
8,10,10,10,10,8,9,8,10,10,10,10,10,2,8,1,1,"Não protestou",30,2,12,NA,"Masculino",1.32482442644604
10,10,10,10,10,10,10,10,10,7,10,7,9,5,8,5,0,"Já protestou",64,3,14,9,"Masculino",0.847694910943382
10,9,10,10,10,10,10,9,10,10,10,8,10,3,10,3,4,"Já protestou",50,1,7,10,"Feminino",0.864454818847892
8,5,9,8,8,7,8,6,9,7,9,6,9,7,7,8,5,"Pensou em protestar",33,2,14,5,"Feminino",0.902769342162663
9,9,10,10,10,10,10,9,10,10,5,9,10,0,10,5,3,"Não protestou",27,4,11,NA,"Feminino",1.20050707060568
10,10,10,10,10,10,10,10,10,10,10,10,7,2,NA,0,0,"Pensou em protestar",24,1,16,0,"Masculino",0.680046713316512
10,10,10,10,10,10,10,10,10,NA,10,10,10,10,10,10,10,"Já protestou",45,NA,16,10,"Masculino",1.26629620090466
10,9,10,10,10,8,10,8,3,10,9,8,10,0,7,5,0,"Não protestou",58,1,14,5,"Feminino",1.07501902200081
7,10,10,10,10,7,5,7,7,8,10,7,8,5,7,8,5,"Não protestou",28,2,13,NA,"Feminino",0.877255435777563
5,5,10,10,10,10,10,5,10,10,10,5,0,10,10,10,5,"Não protestou",22,3,14,9,"Feminino",0.961788005701161
10,10,10,5,10,0,10,10,10,10,10,10,10,10,10,0,0,"Já protestou",37,3,15,10,"Masculino",1.03106210915608
10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,0,"Já protestou",56,5,16,5,"Masculino",1.02663407584805
6,9,10,6,10,10,10,10,10,10,10,0,10,0,8,3,5,"Já protestou",30,4,16,4,"Masculino",0.887607246268272
10,0,10,NA,10,5,10,7,10,10,10,8,5,7,7,10,5,"Não protestou",16,NA,13,5,"Masculino",0.995626905460457
10,0,10,10,10,10,10,10,0,10,10,0,0,0,10,0,0,"Não protestou",60,1,14,7,"Feminino",0.98717884084404
5,5,10,6,10,10,10,6,10,10,10,6,10,4,10,0,0,"Não protestou",38,1,16,8,"Feminino",0.997973773077018
9,7,10,10,10,10,10,10,10,10,10,8,10,0,5,0,0,"Pensou em protestar",46,3,16,5,"Feminino",1.17472364745747
10,10,8,10,9,10,10,10,10,10,10,10,10,0,9,2,0,"Pensou em protestar",36,3,14,8,"Masculino",1.1098256535638
10,10,10,5,10,5,9,10,10,10,10,10,9,4,10,4,10,"Não protestou",18,2,11,5,"Masculino",1.00418517991261
10,10,10,10,10,3,5,5,6,8,9,5,9,8,10,7,5,"Pensou em protestar",42,1,14,4,"Feminino",1.41647291558571
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Pensou em protestar",44,3,16,7,"Masculino",1.00077737141144
5,10,10,10,10,7,10,10,10,10,10,10,10,0,2,0,5,"Pensou em protestar",30,2,14,NA,"Feminino",1.20239579989317
7,7,9,7,8,8,8,8,10,10,9,8,10,8,7,5,5,"Pensou em protestar",22,NA,14,0,"Feminino",0.863173277263126
7,6,8,9,10,9,9,9,10,7,10,5,6,0,5,1,2,"Pensou em protestar",47,2,13,NA,"Masculino",0.77562761187764
7,9,10,7,6,10,8,5,9,5,8,10,7,7,6,5,3,"Pensou em protestar",63,2,6,3,"Feminino",0.995846176615261
10,10,8,10,10,8,10,8,8,10,10,8,10,1,10,1,8,"Não protestou",60,2,11,3,"Feminino",0.940161376382871
8,10,10,5,10,10,10,1,10,10,10,8,10,8,5,10,1,"Já protestou",44,2,9,0,"Feminino",0.913328566539331
10,10,10,10,10,10,10,10,10,10,10,0,10,0,8,5,0,"Não protestou",26,2,12,5,"Masculino",1.10533325645141
8,6,7,8,9,8,6,9,10,9,10,5,9,4,5,0,2,"Pensou em protestar",21,NA,15,7,"Feminino",1.16244926715956
NA,10,10,5,NA,10,5,10,10,10,10,NA,NA,NA,5,10,5,"Não protestou",62,2,14,1,"Masculino",0.791022548586603
0,0,10,10,10,10,10,8,10,10,10,0,10,10,10,1,0,"Não protestou",60,1,12,5,"Masculino",1.07849835514056
NA,10,10,10,10,7,10,10,10,10,10,10,10,10,5,10,0,"Não protestou",52,3,14,1,"Feminino",0.682888546293701
5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,"Não protestou",48,3,14,NA,"Masculino",1.06748711122298
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",57,NA,15,6,"Feminino",1.42671671681465
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,"Não protestou",50,1,9,NA,"Feminino",0.837932263989705
8,10,7,10,9,10,10,10,10,9,10,8,10,10,6,9,9,"Não protestou",17,NA,13,5,"Feminino",0.936052453940864
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",36,NA,14,10,"Feminino",1.07295557865836
7,10,10,7,8,10,10,2,7,8,10,7,8,3,6,3,3,"Não protestou",67,1,7,NA,"Masculino",1.10049632802847
10,NA,10,10,10,10,10,10,5,10,10,10,10,0,5,0,0,"Não protestou",61,NA,10,NA,"Feminino",0.939611523089858
7,7,10,10,10,10,10,10,10,10,10,7,10,2,7,2,2,"Já protestou",44,2,12,NA,"Masculino",0.979655322547549
10,8,10,10,10,10,10,10,10,10,10,5,10,0,0,0,0,"Pensou em protestar",26,NA,15,5,"Feminino",0.929322087917259
10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,0,0,"Já protestou",24,NA,15,NA,"Masculino",0.998885982135057
10,5,10,10,10,10,10,10,5,10,10,NA,7,0,5,0,4,"Pensou em protestar",17,NA,14,NA,"Feminino",0.919907245895511
10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,9,"Não protestou",35,1,14,9,"Feminino",0.750395098607202
10,8,10,10,10,10,10,10,10,10,10,10,10,10,8,0,0,"Não protestou",20,1,14,9,"Masculino",1.08131876540532
10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,"Pensou em protestar",24,1,7,0,"Feminino",1.13519740592232
10,8,10,10,10,8,9,10,10,9,10,9,10,7,10,10,2,"Não protestou",73,NA,14,0,"Masculino",1.30939129742961
10,10,10,0,NA,6,10,10,10,NA,10,10,10,10,10,NA,0,"Não protestou",37,1,14,10,"Masculino",1.19489989789143
10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,"Já protestou",50,NA,15,10,"Masculino",1.13647406878041
10,10,10,4,10,10,10,10,10,10,10,9,10,10,10,10,5,"Não protestou",34,2,11,10,"Masculino",1.12552132438148
10,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,0,"Não protestou",18,NA,11,0,"Masculino",1.19791732921903
10,10,10,10,10,10,10,10,10,10,10,0,5,0,10,0,0,"Não protestou",26,1,15,5,"Feminino",1.08480868457964
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,"Não protestou",29,NA,11,10,"Feminino",1.10421638791726
NA,10,10,10,10,NA,10,NA,10,10,10,10,10,0,NA,NA,0,"Não protestou",69,NA,7,0,"Feminino",0.898472889681013
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,"Não protestou",35,NA,7,0,"Feminino",1.12099134121455
10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,0,"Não protestou",42,1,7,10,"Feminino",0.89874071941262
10,10,10,10,10,NA,10,0,0,10,10,10,10,10,10,10,10,"Não protestou",61,NA,10,10,"Feminino",1.07740860155724
10,1,10,10,10,8,10,10,10,8,10,6,10,4,10,1,9,"Não protestou",46,NA,9,2,"Feminino",0.815162705552727
0,10,10,0,10,0,10,10,10,10,10,10,10,10,10,0,0,"Não protestou",22,NA,14,5,"Masculino",0.703491875028391
10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,0,"Já protestou",18,2,13,NA,"Feminino",0.904940901241688
8,5,10,10,10,4,10,9,9,10,10,4,10,0,10,10,0,"Não protestou",25,NA,11,10,"Feminino",0.868829985490261
0,5,10,5,10,5,10,5,2,5,10,5,10,10,10,10,0,"Já protestou",23,2,14,10,"Feminino",1.28986827671116
5,10,10,10,10,10,10,10,10,10,5,10,10,0,10,5,5,"Já protestou",36,NA,14,10,"Feminino",1.24905531993192
10,10,10,10,10,10,10,10,10,10,10,1,10,5,5,2,0,"Não protestou",60,1,11,4,"Feminino",1.09714441221059
0,10,10,10,10,10,NA,10,10,10,10,0,0,10,10,10,0,"Já protestou",47,NA,16,5,"Feminino",1.22253250303184
10,10,10,10,10,1,10,10,10,10,10,10,8,10,10,10,0,"Não protestou",28,NA,10,0,"Masculino",1.50857067508233
5,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,0,"Já protestou",32,NA,16,1,"Feminino",1.52064643772961
NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",40,1,7,5,"Feminino",1.19628271019332
10,10,10,10,10,5,10,10,3,10,10,10,10,NA,10,10,10,"Não protestou",17,NA,12,5,"Masculino",1.00470351818244
5,10,10,10,2,8,10,10,10,10,10,8,10,5,10,9,10,"Não protestou",53,1,7,5,"Masculino",1.11209378618353
5,10,10,10,10,10,10,10,10,10,10,0,10,2,10,5,0,"Pensou em protestar",28,2,14,10,"Masculino",1.34653917099224
3,10,10,0,10,6,10,10,10,7,10,8,8,8,6,5,0,"Pensou em protestar",43,NA,16,7,"Masculino",1.1815487633359
10,10,10,2,10,5,10,10,10,10,10,5,10,5,5,5,2,"Pensou em protestar",51,2,14,5,"Masculino",1.11683411272511
10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,7,5,"Não protestou",61,2,11,1,"Masculino",0.731953350123278
9,10,10,10,10,4,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",65,2,7,10,"Masculino",1.51460008402065
10,10,10,NA,10,10,10,6,10,9,10,4,10,6,10,10,10,"Não protestou",32,1,15,6,"Masculino",1.04273571005038
10,5,5,5,10,5,10,5,10,0,10,10,10,5,10,0,0,"Não protestou",60,2,16,10,"Feminino",1.30912756990774
6,9,9,6,6,7,9,6,8,5,9,8,9,7,9,6,4,"Não protestou",62,1,11,6,"Feminino",1.4032712833568
10,7,5,10,10,8,10,7,10,7,10,6,10,10,10,10,0,"Não protestou",49,1,10,10,"Masculino",0.855056033056748
10,5,10,NA,10,0,10,10,10,10,10,10,10,0,10,10,0,"Não protestou",44,NA,15,NA,"Masculino",1.10715140626582
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Pensou em protestar",53,1,9,5,"Feminino",1.03035071172597
10,9,10,10,10,10,10,10,6,10,10,9,10,10,7,NA,10,"Não protestou",50,2,15,NA,"Feminino",1.2580883725802
