"P09","P03","P13","P17","P18","P19","P02A","P05","P06","P08","P10","P11","P12","P15","P20","P21","P22","grupo_protesto","idade","renda","educação","ideologia","sexo","FATOR_POND"
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"Pensou em protestar",37,3,14,10,"Masculino",1.26940188205692
6,7,10,10,10,5,8,9,4,NA,10,0,8,NA,3,5,0,"Não protestou",54,NA,1,3,"Masculino",0.798492017383918
10,1,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,"Não protestou",57,1,1,0,"Masculino",1.00346635256272
10,10,10,4,10,10,10,10,10,10,5,4,10,5,5,NA,10,"Não protestou",31,3,14,10,"Masculino",0.908228299518617
10,9,10,10,8,10,10,9,10,4,10,8,3,10,10,10,0,"Não protestou",47,1,14,6,"Feminino",0.734790287840866
10,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,0,"Não protestou",73,3,7,NA,"Masculino",0.975001847724055
10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,9,"Não protestou",64,2,13,NA,"Feminino",0.776741395393136
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Não protestou",69,3,14,5,"Masculino",1.27238551375507
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Já protestou",44,4,16,3,"Feminino",1.30875194212671
7,7,10,10,10,10,10,7,5,10,10,5,10,5,8,8,5,"Não protestou",46,2,14,4,"Feminino",1.2370702415494
5,4,10,10,10,10,10,5,10,10,10,5,10,4,10,5,5,"Não protestou",38,1,14,10,"Feminino",0.885543270416462
7,9,9,9,9,9,9,9,9,9,8,9,10,7,8,9,6,"Não protestou",63,2,7,7,"Feminino",1.5684008285589
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,"Não protestou",24,1,7,3,"Masculino",1.10613773238808
8,6,10,9,10,9,10,7,5,10,9,6,7,8,10,10,0,"Já protestou",17,NA,13,8,"Feminino",0.938682118112949
10,9,9,10,10,9,10,9,10,9,10,9,10,6,9,3,0,"Não protestou",44,2,14,5,"Masculino",0.80953741374479
7,6,7,6,9,7,10,7,8,7,9,8,9,6,9,5,3,"Não protestou",37,2,14,5,"Feminino",1.14102445500044
10,5,8,10,10,9,10,8,5,10,10,10,10,0,9,0,0,"Não protestou",67,2,14,NA,"Feminino",0.77244106292511
7,10,10,10,10,7,10,10,10,9,5,0,8,10,5,5,1,"Não protestou",60,1,8,9,"Feminino",1.03320875988471
10,8,10,8,10,8,10,10,10,7,10,10,10,4,10,3,8,"Pensou em protestar",26,2,12,NA,"Masculino",1.28738247442753
4,1,3,4,6,4,6,2,4,4,3,1,7,3,2,5,5,"Não protestou",62,1,11,0,"Masculino",0.955955721259915
2,5,1,1,7,5,5,1,6,1,6,6,5,3,6,6,1,"Não protestou",61,NA,8,7,"Feminino",0.912167574437451
5,4,9,8,9,6,7,7,7,7,7,7,5,5,8,7,1,"Não protestou",56,1,16,2,"Feminino",0.780498733604966
8,4,10,10,10,7,6,10,10,9,10,10,8,4,5,1,10,"Não protestou",42,1,5,5,"Masculino",1.07165942998204
8,8,10,3,10,9,10,10,10,10,0,0,10,0,0,0,0,"Não protestou",58,NA,16,10,"Feminino",1.14927623841669
10,10,10,10,10,10,10,10,10,8,10,10,10,9,10,7,5,"Não protestou",34,3,16,10,"Masculino",0.699428641416644
10,10,10,10,10,10,10,0,10,10,6,10,10,8,10,8,0,"Não protestou",22,1,15,10,"Feminino",1.34425888414929
10,10,10,10,10,10,10,0,5,10,10,10,10,10,10,0,0,"Não protestou",19,1,14,5,"Feminino",0.873869422698464
10,10,10,10,10,10,10,10,10,10,10,4,10,9,7,10,0,"Não protestou",65,1,14,0,"Masculino",0.851142824578264
7,7,10,10,10,7,5,7,4,7,8,4,6,5,4,6,4,"Não protestou",19,1,14,10,"Masculino",0.849238163261855
8,10,10,10,10,10,10,8,10,10,7,7,10,10,10,10,10,"Não protestou",41,1,14,10,"Feminino",0.835536448323642
9,9,10,6,10,9,10,8,9,9,9,10,10,9,9,5,1,"Não protestou",26,1,15,0,"Feminino",0.942833991847923
10,8,10,10,10,9,10,9,10,8,10,7,10,7,10,7,0,"Não protestou",47,1,11,9,"Feminino",0.948764601694669
10,10,10,10,10,10,10,10,5,10,10,5,10,10,10,8,5,"Pensou em protestar",69,1,10,5,"Masculino",0.863323303348209
9,10,10,10,10,10,10,10,10,8,10,10,10,10,8,9,8,"Não protestou",19,1,14,5,"Masculino",0.894084308951027
10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,"Não protestou",18,NA,12,5,"Feminino",0.983574250739991
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Já protestou",39,2,15,5,"Masculino",0.734550734780867
7,10,9,5,10,8,10,10,10,3,10,8,10,5,8,7,1,"Já protestou",52,4,14,10,"Masculino",1.08207125819474
9,9,10,10,10,9,10,9,10,10,10,9,10,6,10,0,0,"Já protestou",30,3,16,7,"Feminino",1.26320017068827
10,10,10,7,10,10,10,10,10,10,10,10,10,0,10,0,0,"Já protestou",59,2,10,10,"Masculino",1.04625534044964
NA,10,10,10,10,7,10,10,10,7,10,8,10,10,NA,NA,0,"Não protestou",58,NA,11,NA,"Feminino",1.25068558759433
5,10,5,5,5,10,10,10,10,0,10,0,10,10,10,0,0,"Pensou em protestar",74,4,16,4,"Masculino",0.663160924821082
9,7,10,8,10,10,10,10,10,8,8,8,7,5,8,10,0,"Não protestou",45,1,11,0,"Masculino",0.920043061286929
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Não protestou",27,1,15,0,"Feminino",0.994765798362663
10,10,10,10,10,10,10,10,0,10,10,8,10,0,10,5,0,"Não protestou",45,1,15,0,"Feminino",0.841578970705814
9,10,9,10,10,10,7,6,10,9,7,8,2,6,8,7,7,"Não protestou",48,1,9,10,"Feminino",1.30102761450777
9,9,9,10,10,9,10,5,9,10,10,9,10,6,7,7,0,"Não protestou",48,1,14,0,"Feminino",0.937887215655137
0,6,10,5,10,6,9,8,10,10,10,5,8,0,8,0,0,"Pensou em protestar",38,1,3,10,"Masculino",1.38239627325329
10,10,10,0,10,5,10,10,10,0,10,10,10,8,10,10,5,"Já protestou",51,NA,14,10,"Feminino",1.23634674113437
7,10,10,10,10,10,10,8,10,10,10,8,10,7,10,2,1,"Não protestou",47,2,16,5,"Feminino",0.738982066481136
10,7,10,10,10,10,10,7,10,7,10,7,10,10,10,5,3,"Não protestou",37,1,12,8,"Feminino",1.17352302572956
10,8,10,10,10,10,7,NA,NA,7,10,NA,10,6,NA,9,7,"Não protestou",19,NA,11,10,"Masculino",1.06231528279051
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",60,1,13,7,"Masculino",0.786183082111053
5,0,10,10,10,0,10,10,9,10,10,10,0,5,0,5,0,"Não protestou",35,1,11,0,"Masculino",0.898058206337715
6,10,10,6,10,6,10,10,5,7,10,10,10,5,6,10,7,"Não protestou",37,1,16,NA,"Feminino",0.98379924195789
5,6,10,7,10,10,10,8,10,6,8,8,10,5,5,0,0,"Já protestou",28,2,16,5,"Masculino",0.966600011431574
0,0,10,10,10,0,10,0,0,10,0,9,0,10,10,10,0,"Não protestou",62,1,1,10,"Masculino",1.59723741771747
5,10,10,10,10,5,10,10,5,10,10,5,10,5,10,10,0,"Não protestou",55,1,13,10,"Feminino",0.721346282676607
10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,5,0,"Não protestou",37,2,14,10,"Masculino",1.08207544518839
10,10,10,10,10,10,10,5,5,5,10,10,10,0,10,5,0,"Não protestou",23,2,15,10,"Masculino",0.682816389343218
10,10,10,10,10,10,10,8,7,10,10,7,8,10,6,2,5,"Não protestou",16,1,14,3,"Feminino",0.944585957369995
10,5,10,10,10,10,10,10,10,10,10,0,10,0,10,0,5,"Não protestou",33,2,12,10,"Masculino",1.11837927775268
9,8,9,5,6,1,9,7,9,4,8,5,7,7,8,9,0,"Não protestou",20,1,15,4,"Masculino",0.862383391133383
10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,0,"Não protestou",39,2,6,10,"Masculino",1.55959274979987
9,10,10,9,10,10,10,8,9,10,10,5,10,9,9,8,10,"Não protestou",35,2,14,7,"Feminino",1.11917450821037
10,10,6,5,7,5,10,10,10,5,10,1,10,5,5,3,5,"Não protestou",24,2,14,8,"Masculino",1.38103760334618
10,10,8,0,10,10,10,10,10,10,10,8,10,5,10,5,0,"Já protestou",60,NA,11,5,"Feminino",1.36361228023792
8,8,9,10,9,7,9,9,8,9,10,6,8,6,7,6,6,"Não protestou",66,2,16,0,"Feminino",1.05588484395615
10,5,6,7,10,8,9,4,9,6,10,3,9,3,6,2,2,"Já protestou",24,1,14,4,"Feminino",1.35832594328843
10,10,10,0,10,9,10,10,10,10,10,10,9,10,10,10,5,"Pensou em protestar",44,1,6,10,"Masculino",1.35380085731029
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",20,1,12,0,"Feminino",0.904940901241688
10,NA,10,10,10,10,10,10,10,10,10,NA,10,NA,NA,NA,10,"Não protestou",71,1,7,NA,"Masculino",1.13250292399282
10,5,10,10,10,10,10,10,10,10,10,10,10,0,5,10,0,"Já protestou",54,2,14,0,"Masculino",0.626659054711034
9,10,9,10,10,7,8,5,4,7,5,5,3,5,7,5,5,"Pensou em protestar",25,1,14,NA,"Feminino",0.783929263057804
5,10,10,10,8,8,9,5,5,8,10,9,10,7,5,6,7,"Não protestou",43,1,12,5,"Feminino",0.959004122350662
10,0,10,10,10,0,4,10,0,10,10,0,10,5,10,10,10,"Não protestou",33,2,11,NA,"Masculino",0.885593337168092
10,10,10,10,10,10,10,10,10,10,7,0,10,10,10,10,0,"Já protestou",43,3,14,10,"Feminino",1.35439428583829
10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",58,1,13,10,"Feminino",1.20140532970224
6,10,8,10,5,5,6,1,1,4,6,7,4,2,9,4,1,"Não protestou",47,1,1,10,"Masculino",0.975106565201593
9,9,10,0,10,3,9,7,4,5,10,7,5,8,8,4,6,"Pensou em protestar",40,1,12,0,"Feminino",0.86034017862001
10,5,10,10,10,8,10,10,10,10,10,10,10,2,4,6,10,"Pensou em protestar",39,1,10,10,"Feminino",0.911905846329516
10,10,7,10,10,8,10,1,10,5,10,8,10,6,1,10,10,"Não protestou",50,1,14,4,"Masculino",0.818437826030097
10,10,10,10,10,10,10,0,0,10,10,0,NA,10,10,10,0,NA,68,1,1,10,"Feminino",0.922130839661451
2,10,10,10,10,5,3,10,10,3,10,8,10,8,3,6,0,"Não protestou",31,1,10,10,"Masculino",1.54591790106633
7,10,8,10,10,6,10,7,10,10,7,8,10,8,7,9,5,"Não protestou",19,1,14,10,"Feminino",0.955776650418234
2,10,10,9,10,10,10,10,10,10,6,10,10,10,6,10,0,"Pensou em protestar",20,NA,15,NA,"Feminino",0.978701416521318
10,5,10,7,10,10,10,8,10,8,10,8,3,9,10,8,8,"Pensou em protestar",22,1,14,NA,"Masculino",0.962284789205336
10,10,10,8,10,10,10,8,10,10,10,10,10,0,8,5,0,"Não protestou",35,3,16,0,"Masculino",0.851498923431714
10,0,10,10,10,0,0,10,0,10,10,10,0,10,0,10,10,"Não protestou",43,4,7,10,"Masculino",1.19742965133666
8,10,9,9,6,7,9,7,8,9,7,5,7,8,7,9,8,"Não protestou",68,1,8,NA,"Feminino",1.04695907152249
10,8,10,10,10,8,10,6,7,8,10,10,9,6,9,7,5,"Pensou em protestar",36,1,14,6,"Feminino",0.755014266846456
10,7,10,10,10,10,6,10,5,10,4,10,5,8,8,5,0,"Não protestou",34,NA,12,5,"Feminino",0.737859133133433
8,9,10,10,10,10,6,1,10,7,10,10,10,4,10,1,1,"Não protestou",48,2,8,0,"Masculino",0.873290057232567
2,6,10,10,5,10,7,7,4,10,10,6,6,9,5,9,0,"Não protestou",57,1,7,10,"Feminino",1.04775418605956
5,6,10,7,5,9,10,9,10,7,10,4,6,3,10,8,0,"Pensou em protestar",28,1,11,3,"Masculino",0.920667612204228
10,10,10,10,10,10,10,10,10,10,10,10,10,0,8,0,0,"Pensou em protestar",32,1,14,10,"Feminino",0.977003036704914
10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,0,0,"Não protestou",50,1,1,5,"Masculino",0.946704016212918
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",35,1,7,3,"Feminino",0.966482347421686
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Já protestou",30,1,15,5,"Feminino",0.83188386658755
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,"Não protestou",64,1,7,4,"Feminino",0.966759739651554
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",33,NA,14,10,"Masculino",0.897691114124243
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,"Não protestou",24,NA,14,1,"Feminino",0.862333020888183
10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,0,1,"Não protestou",57,1,11,1,"Feminino",0.902627612516255
7,9,8,5,10,6,5,10,10,7,10,5,9,7,9,5,0,"Já protestou",55,3,16,5,"Feminino",0.965939551541723
5,10,10,5,10,2,10,10,10,7,10,10,10,7,7,0,0,"Não protestou",37,1,14,10,"Masculino",1.34142249543199
10,10,10,5,10,10,10,10,10,10,10,10,10,0,10,5,0,"Não protestou",30,3,14,10,"Masculino",1.15331080427594
10,7,10,8,10,7,6,5,5,8,10,7,6,0,5,5,0,"Não protestou",46,1,14,10,"Feminino",0.926949435414065
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",38,NA,14,10,"Feminino",1.21017691543797
NA,0,10,10,10,NA,10,0,0,10,10,10,NA,0,0,10,0,"Não protestou",74,1,7,10,"Masculino",1.0720886848356
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",45,1,1,10,"Masculino",0.802646208615916
8,6,10,5,10,3,10,6,3,7,8,2,8,3,5,0,0,"Não protestou",25,1,16,6,"Masculino",1.51491184083078
10,0,10,10,10,10,10,10,10,10,10,10,0,10,2,2,0,"Não protestou",25,NA,9,10,"Masculino",1.54454049576572
10,0,10,10,10,10,10,10,10,10,10,5,10,10,10,5,0,"Não protestou",50,1,8,10,"Masculino",1.04846312729561
1,4,10,8,9,6,7,5,6,7,10,9,0,8,6,9,5,"Não protestou",67,1,1,10,"Masculino",0.87058932426895
10,10,10,10,10,0,10,10,4,10,10,10,10,0,0,0,0,"Não protestou",59,3,7,0,"Masculino",0.76415822485152
10,10,10,10,10,10,10,10,0,10,0,3,0,0,6,0,0,"Não protestou",50,2,6,10,"Feminino",0.751578421033784
10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,9,"Não protestou",18,1,12,10,"Masculino",0.983706151942606
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",65,1,1,10,"Feminino",0.854871669278334
10,8,10,9,4,10,10,5,0,5,6,10,8,10,5,0,8,"Não protestou",17,1,13,0,"Masculino",1.00904733818532
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"Não protestou",22,1,11,10,"Feminino",0.914553008571736
6,4,10,10,10,8,7,9,9,7,7,4,5,8,8,6,0,"Não protestou",17,NA,14,5,"Feminino",0.938682118112949
NA,10,10,10,10,10,10,10,10,9,10,10,10,7,7,9,0,"Não protestou",49,1,7,0,"Feminino",0.93015618524297
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não protestou",69,1,1,NA,"Feminino",1.13475322141844
9,9,7,10,10,9,10,10,10,8,8,8,8,8,10,3,8,"Pensou em protestar",32,2,11,5,"Masculino",0.905774114465836
9,10,10,10,10,7,6,7,10,6,10,10,10,10,7,5,0,"Não protestou",24,1,15,5,"Masculino",1.03405516890641
8,5,10,10,10,10,10,10,10,10,10,7,10,8,10,10,5,"Não protestou",27,2,12,5,"Feminino",1.01611580380368
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",66,1,6,10,"Masculino",0.89670831764819
10,10,10,10,10,8,10,5,10,5,10,10,10,10,10,7,0,"Não protestou",67,2,15,6,"Masculino",1.01742053047971
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",48,1,11,0,"Masculino",0.919223307412205
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,"Não protestou",38,1,14,5,"Masculino",0.74086402508508
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,"Não protestou",40,NA,11,10,"Feminino",0.911905846329516
10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,"Pensou em protestar",59,1,1,10,"Feminino",0.839532462885753
10,10,10,10,10,5,10,0,8,10,10,8,10,0,10,0,1,"Não protestou",55,2,14,0,"Masculino",0.626659054711034
10,10,10,10,10,1,10,10,10,10,10,1,1,10,1,1,1,"Não protestou",50,2,14,5,"Masculino",0.967561609639532
10,10,10,10,10,10,10,6,10,3,10,10,10,10,2,10,1,"Pensou em protestar",52,1,15,1,"Feminino",0.76002969683633
10,10,10,10,10,10,10,5,1,10,10,10,10,NA,5,10,0,"Já protestou",62,2,7,0,"Masculino",0.914992195918346
8,9,10,0,10,5,10,10,10,10,5,8,10,10,8,10,0,"Não protestou",23,3,14,10,"Feminino",0.989760438973141
9,0,0,5,10,10,10,10,10,10,10,10,2,10,8,7,10,"Não protestou",30,1,12,10,"Masculino",1.41518983052753
10,10,10,2,10,10,10,10,10,10,10,0,10,10,10,10,10,"Não protestou",27,1,10,8,"Masculino",0.85979809689324
10,10,10,8,10,8,10,10,10,10,10,1,10,0,10,0,0,"Já protestou",61,3,14,1,"Masculino",0.851142824578264
10,10,10,10,10,10,9,5,10,10,7,10,10,8,10,8,2,"Não protestou",24,1,11,10,"Masculino",1.5123312597738
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,"Já protestou",37,1,14,10,"Feminino",0.906001338099929
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,"Não protestou",44,NA,14,NA,"Feminino",0.973204899979694
NA,10,10,9,10,NA,10,3,10,5,10,10,8,NA,8,9,2,"Não protestou",27,3,14,NA,"Masculino",0.944587779087265
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",26,2,14,5,"Masculino",1.22498255463976
5,10,10,10,10,6,10,5,10,10,10,10,10,0,10,10,0,"Pensou em protestar",28,1,14,0,"Feminino",0.85740645655794
10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,"Não protestou",29,2,9,10,"Masculino",1.0961154076345
8,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,8,"Já protestou",45,2,11,5,"Masculino",0.911411756487633
5,5,10,10,10,10,10,10,10,5,10,10,6,8,10,5,0,NA,25,1,14,NA,"Masculino",0.802368549826076
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Já protestou",40,3,16,7,"Feminino",1.35421954268192
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Pensou em protestar",16,2,11,NA,"Feminino",0.936052453940864
6,10,7,10,10,4,10,6,6,6,10,7,6,6,6,6,10,"Já protestou",60,2,12,8,"Feminino",1.14068442336847
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",40,3,11,5,"Masculino",1.36392515116992
4,10,10,10,10,10,10,10,6,8,10,7,10,5,10,2,0,"Já protestou",47,NA,16,0,"Masculino",0.781206727606725
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,0,"Já protestou",23,3,14,NA,"Masculino",1.31398627743914
5,10,10,10,10,10,10,10,10,10,10,10,NA,10,10,0,0,"Não protestou",25,3,14,3,"Masculino",0.667915955554852
8,10,8,10,10,4,10,10,10,6,10,7,6,5,10,4,0,"Já protestou",39,1,14,0,"Feminino",0.795085424401121
8,6,10,10,10,10,10,8,10,8,10,8,10,8,9,6,5,"Não protestou",54,NA,7,5,"Masculino",0.815499872169328
7,8,10,10,10,10,8,10,8,8,7,7,10,10,10,6,1,"Não protestou",40,3,16,7,"Masculino",1.21591267070852
10,8,10,10,10,10,10,10,10,5,10,10,10,5,0,5,0,"Pensou em protestar",46,3,14,9,"Feminino",1.12941504189847
4,6,5,4,10,6,10,10,10,6,10,10,10,0,6,4,6,"Pensou em protestar",32,2,16,8,"Feminino",1.19135458404029
7,10,10,7,10,5,10,5,10,10,10,10,6,2,7,3,5,"Não protestou",16,NA,13,7,"Masculino",1.00470351818244
10,10,10,10,10,5,10,10,0,10,10,10,10,0,10,0,0,"Não protestou",52,4,11,0,"Feminino",1.3112157418925
8,8,10,9,7,7,9,8,9,6,4,4,9,5,8,3,4,"Pensou em protestar",26,NA,14,5,"Masculino",0.995755359344213
10,10,10,10,10,10,10,10,9,10,10,10,10,4,10,1,0,"Não protestou",19,1,14,5,"Feminino",0.879365622640603
10,5,8,10,10,5,10,8,10,10,5,10,10,5,10,5,5,"Não protestou",23,4,15,1,"Feminino",0.832973953792266
10,9,10,10,10,10,10,10,10,10,10,8,10,8,10,6,0,"Não protestou",30,1,14,10,"Feminino",0.85657181389694
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",35,3,14,5,"Masculino",1.37704020728013
7,8,10,10,10,10,9,9,10,10,10,10,10,10,10,10,7,"Pensou em protestar",35,2,13,0,"Masculino",0.791500803954269
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Já protestou",51,3,16,5,"Masculino",1.31965808269385
6,10,10,2,10,8,4,7,7,7,9,4,6,3,5,4,2,"Não protestou",24,NA,14,6,"Feminino",0.838778427813041
7,8,7,NA,7,7,8,7,6,6,6,0,7,4,8,0,2,"Não protestou",45,1,16,10,"Feminino",1.06679041586532
10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,8,"Não protestou",65,1,5,10,"Feminino",1.31794540878191
5,4,9,9,8,5,8,8,8,6,5,7,7,6,7,2,4,"Já protestou",16,2,12,5,"Masculino",0.978454146117178
10,6,10,6,10,5,10,5,10,8,10,8,8,2,6,5,0,"Já protestou",28,2,16,6,"Masculino",0.990031742638461
8,6,8,9,10,6,9,4,9,10,10,4,9,7,5,4,3,"Já protestou",25,2,14,7,"Masculino",1.09265812401356
10,10,10,10,10,10,10,10,10,10,10,5,10,0,NA,0,0,"Pensou em protestar",38,3,14,4,"Feminino",0.861178493171572
10,10,7,10,7,7,10,10,8,5,10,NA,NA,7,10,NA,2,"Já protestou",24,3,16,NA,"Feminino",1.00716575575674
10,8,10,9,10,9,10,10,10,8,10,7,10,8,8,10,5,"Já protestou",24,NA,7,NA,"Feminino",1.403900321559
10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,"Não protestou",28,3,16,0,"Feminino",1.16752731376224
7,0,10,10,10,8,10,7,8,10,7,8,10,10,7,7,0,"Não protestou",30,1,16,NA,"Feminino",1.12833406889576
NA,3,NA,9,6,NA,2,NA,NA,NA,NA,NA,NA,NA,3,4,NA,"Não protestou",49,NA,12,NA,"Feminino",0.711065684616084
10,5,10,10,10,0,10,0,8,10,10,10,10,8,10,0,10,"Não protestou",76,1,11,10,"Masculino",0.821427827079115
8,8,10,10,10,9,8,8,9,10,10,10,10,1,9,3,1,"Não protestou",59,1,14,10,"Masculino",1.00503016482616
7,8,5,6,8,8,10,10,10,9,10,0,7,0,8,1,0,"Pensou em protestar",19,1,15,6,"Masculino",1.12172584268723
10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,"Já protestou",37,1,14,0,"Masculino",0.850341903795308
8,9,10,8,10,9,10,10,10,10,9,10,9,5,8,1,2,"Já protestou",65,NA,16,2,"Masculino",0.782184110738154
10,9,8,6,9,8,10,9,10,9,10,9,10,3,5,8,4,"Já protestou",59,5,16,5,"Masculino",0.829456637685585
7,6,10,8,9,5,8,5,3,5,6,5,8,7,8,6,0,"Não protestou",65,1,14,10,"Feminino",1.28575149380809
9,9,10,10,10,10,10,9,10,10,10,9,10,9,10,9,0,"Não protestou",45,1,7,6,"Feminino",1.27059811732012
3,10,10,5,10,5,10,10,10,10,10,10,10,5,10,10,5,"Não protestou",17,NA,14,0,"Feminino",0.944585957369995
10,10,10,10,10,10,10,8,8,5,10,5,10,5,10,5,0,"Não protestou",36,2,7,5,"Feminino",1.48769877514519
10,8,10,10,10,7,10,7,0,8,10,5,9,9,8,10,5,"Não protestou",30,2,7,5,"Masculino",1.55367026197591
5,10,10,5,10,0,10,5,6,9,10,5,10,3,7,1,0,"Não protestou",24,2,14,5,"Feminino",0.757205990112162
9,10,10,10,10,10,10,10,5,5,10,10,5,5,10,10,10,"Não protestou",42,1,12,0,"Masculino",0.688116136165799
7,5,9,9,6,7,4,5,5,8,4,5,5,4,6,5,4,"Não protestou",54,1,15,7,"Feminino",1.50455909029801
4,7,10,10,10,10,10,4,7,4,10,6,8,4,8,2,0,"Não protestou",38,1,13,7,"Feminino",0.728667697429248
10,10,10,4,10,10,10,10,10,10,10,10,10,5,7,5,5,"Não protestou",25,1,15,0,"Feminino",0.796938423750009
10,10,10,10,10,10,10,10,10,10,10,0,10,1,7,9,0,"Já protestou",61,2,14,0,"Feminino",0.835776257482241
5,10,10,0,10,0,10,0,7,10,10,10,10,0,0,0,0,"Pensou em protestar",36,1,16,10,"Feminino",1.52002466085233
10,10,10,5,10,10,10,10,10,10,10,0,10,0,0,10,0,"Já protestou",35,NA,16,6,"Feminino",1.16108980749899
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Não protestou",41,3,16,3,"Feminino",1.48330297953216
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Já protestou",32,2,14,4,"Feminino",0.707277094419341
6,5,6,5,5,5,5,6,5,6,8,5,6,5,6,5,5,"Não protestou",53,3,14,5,"Feminino",1.14661499317492
10,NA,10,10,10,10,10,NA,10,10,10,10,10,NA,NA,0,0,"Não protestou",64,1,8,NA,"Feminino",1.01960571034863
10,8,10,10,10,10,9,0,0,10,10,0,10,0,0,10,0,"Não protestou",34,2,16,7,"Masculino",0.665486668653081
10,0,10,10,10,10,10,10,9,10,10,10,10,9,10,6,7,"Não protestou",35,1,14,2,"Feminino",0.77651852509883
10,5,10,10,10,10,10,10,10,10,10,10,6,10,10,10,0,"Não protestou",57,2,8,2,"Masculino",0.830150272257226
10,0,10,10,10,10,10,8,10,10,10,10,10,6,7,8,10,"Não protestou",60,2,14,4,"Masculino",0.886881521820348
10,0,10,10,10,8,10,10,8,10,10,0,10,0,0,0,0,"Pensou em protestar",47,NA,15,2,"Feminino",0.738549872888695
5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",76,1,7,5,"Feminino",1.14189024947767
10,0,10,10,10,10,10,0,10,0,10,10,10,0,10,10,0,"Não protestou",44,2,15,0,"Feminino",0.830562921103547
10,3,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,"Não protestou",23,3,15,5,"Feminino",1.38221262576974
7,7,9,10,9,7,9,6,7,9,8,7,5,9,8,8,9,"Já protestou",64,1,14,9,"Feminino",0.755230965156179
10,10,10,10,10,10,10,0,10,10,10,7,10,10,10,5,10,"Não protestou",49,1,14,10,"Feminino",1.09844845177411
10,0,10,10,10,10,10,10,10,10,10,10,10,5,9,8,5,"Não protestou",28,3,12,10,"Masculino",1.28116279269374
10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,0,"Não protestou",58,3,14,10,"Feminino",1.09844845177411
10,10,10,10,10,5,10,5,10,10,10,5,10,0,10,10,0,"Pensou em protestar",34,NA,14,5,"Feminino",1.01611580380368
